time,lights,T2,RH_out
0.1958041958041958,0.0,0.14497756294615938,0.5307017543421053
0.20279720279720279,0.0,0.14349820050276207,0.5285087719736842
0.2097902097902098,0.0,0.13876423881989508,0.5263157894736842
0.21678321678321677,0.0,0.13462202273571933,0.5328947368421052
0.22377622377622378,0.0,0.13462202273571933,0.5394736842105263
0.23076923076923078,0.0,0.13462202273571933,0.5460526315789473
0.23776223776223776,0.0,0.13462202273571933,0.5526315789473684
0.24475524475524477,0.0,0.13462202273571933,0.5592105263157895
0.2517482517482518,0.0,0.13462202273571933,0.5657894736842105
0.25874125874125875,0.0,0.13462202273571933,0.5635964911842105
0.26573426573426573,0.0,0.13462202273571933,0.5614035088157894
0.2727272727272727,0.0,0.1375807486580669,0.5592105263157895
0.27972027972027974,0.0,0.14497756294615938,0.5570175438157895
0.2867132867132867,0.0,0.14645692538955624,0.5548245614473684
0.2937062937062937,0.0,0.15326199511451088,0.5526315789473684
0.3006993006993007,0.0,0.1523743772342514,0.5328947368421052
0.3076923076923077,0.0,0.15533310315659898,0.513157894736842
0.3146853146853147,0.0,0.16199023570521565,0.49342105263157887
0.32167832167832167,0.0,0.18003846352087072,0.4736842105263158
0.32867132867132864,0.0,0.2402485328822066,0.45394736842105265
0.3356643356643357,0.0,0.3387741010221701,0.4342105263157895
0.34265734265734266,0.0,0.4117362787670915,0.4364035088157894
0.34965034965034963,0.0,0.48049706576441276,0.4385964911842105
0.35664335664335667,0.0,0.5546427336711628,0.4407894736842105
0.36363636363636365,0.0,0.6210365403448272,0.4429824561842105
0.3706293706293706,0.0,0.6809803242385297,0.44517543855263153
0.3776223776223776,0.0,0.7171951281611344,0.4473684210526315
0.38461538461538464,0.0,0.7445633411306307,0.4320175438157895
0.3916083916083916,0.0,0.7445633411306307,0.4166666667105262
0.3986013986013986,0.0,0.7600966514462906,0.4013157894736842
0.40559440559440557,0.0,0.7970807239223059,0.38596491223684215
0.4125874125874126,0.0,0.8261649979888976,0.37061403513157887
0.4195804195804196,0.0,0.8451600173126823,0.35526315789473684
0.42657342657342656,0.0,0.8526751809276236,0.32894736842105265
0.43356643356643354,0.0,0.8654272893112092,0.30263157894736836
0.4405594405594406,0.0,0.869865377676954,0.2763157894736842
0.44755244755244755,0.0,0.869865377676954,0.25
0.45454545454545453,0.0,0.869865377676954,0.22368421052631582
0.46153846153846156,0.0,0.869865377676954,0.19736842105263153
0.46853146853146854,0.0,0.867794269634866,0.1885964911842105
0.4755244755244755,0.0,0.8513733414389462,0.17982456144736836
0.4825174825174825,0.0,0.8439765271508541,0.17105263157894735
0.48951048951048953,0.0,0.8324374967785859,0.16228070171052633
0.4965034965034965,0.0,0.8284432168351943,0.15350877197368418
0.5034965034965035,0.0,0.8254844909128467,0.14473684210526316
0.5104895104895105,0.0,0.8116154639932294,0.13157894736842102
0.5174825174825175,0.0,0.7921988260986548,0.11842105263157893
0.5244755244755245,0.0,0.7806597957263861,0.10526315789473684
0.5314685314685315,0.0,0.7704521916567306,0.09210526315789475
0.5384615384615384,0.0,0.7589131612844624,0.07894736842105265
0.5454545454545454,0.3333333333333333,0.7513979976695211,0.06578947368421051
0.5524475524475524,0.0,0.7430839786872343,0.06359649118421051
0.5594405594405595,0.3333333333333333,0.7323438036823116,0.06140350881578949
0.5664335664335665,0.0,0.7248878147307947,0.05921052631578949
0.5734265734265734,0.0,0.7248878147307947,0.05701754381578944
0.5804195804195804,0.0,0.7248878147307947,0.054824561447368414
0.5874125874125874,0.0,0.722816706688707,0.05263157894736842
0.5944055944055944,0.0,0.7189703628860995,0.046052631578947345
